0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,9,1.00,1.00,0.00,0.00,0.07,0.07,0.00,255,9,0.04,0.07,0.00,0.00,0.98,1.00,0.00,0.00,0,0,1
0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1,11,1.00,0.00,1.00,0.18,0.00,0.00,0.00,0.00,1,0,0
0,2,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,5,0.00,0.00,1.00,1.00,0.03,0.07,0.00,255,5,0.02,0.07,0.00,0.00,0.00,0.00,1.00,1.00,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,11,1.00,1.00,0.00,0.00,0.08,0.06,0.00,255,11,0.04,0.06,0.00,0.00,1.00,1.00,0.00,0.00,0,0,1
1,0,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,246,0.96,0.04,0.00,0.00,0.00,0.00,0.03,0.00,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,18,0.00,0.00,1.00,1.00,0.06,0.05,0.00,255,18,0.07,0.06,0.00,0.00,0.00,0.00,1.00,1.00,0,0,1
0,2,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0,0,1
0,2,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0,0,1
4,0,28,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,243,0.95,0.02,0.00,0.00,0.00,0.00,0.03,0.00,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,17,0.00,0.00,1.00,1.00,0.16,0.07,0.00,255,17,0.07,0.06,0.00,0.00,0.00,0.00,1.00,1.00,0,0,1
0,2,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0,0,1
0,2,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,136,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0,0,1
0,2,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0,0,1
0,0,321,3363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42,42,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
0,2,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0,0,1
0,2,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,115,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0,0,1
0,2,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0,0,1
0,0,238,12210,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,34,255,1.00,0.00,0.03,0.05,0.00,0.00,0.00,0.00,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,1,0.07,1.00,0.93,0.00,0.00,1.00,0.00,255,1,0.00,1.00,0.00,0.00,0.09,1.00,0.91,0.00,0,1,1
0,1,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,253,0.99,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,4,0.00,0.00,1.00,1.00,0.04,0.07,0.00,255,4,0.02,0.06,0.00,0.00,0.00,0.00,1.00,1.00,0,0,1
0,2,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,12,0.00,0.00,1.00,1.00,0.09,0.05,0.00,255,12,0.05,0.05,0.00,0.00,0.00,0.00,1.00,1.00,0,0,1
0,0,305,1745,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,52,0.00,0.00,0.00,0.00,1.00,0.00,0.10,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
0,2,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0,0,1
0,0,283,1575,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,44,0.00,0.00,0.00,0.00,1.00,0.00,0.18,92,255,1.00,0.00,0.01,0.03,0.00,0.00,0.00,0.00,0,0,0
0,2,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0,0,1
0,1,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,254,1.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,1.00,1.00,0.00,0.00,0.07,0.20,0.00,255,3,0.01,0.17,0.00,0.00,1.00,1.00,0.00,0.00,0,0,1
0,2,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0,0,1
0,2,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0,0,1
0,2,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,6,0.00,0.00,1.00,1.00,0.02,0.06,0.00,255,6,0.02,0.07,0.00,0.00,0.00,0.00,1.00,1.00,0,0,1
0,2,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,111,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0,0,1
0,2,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0,0,1
0,2,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0,0,1
